playerID,yearID,teamID,G,AB,R,H,RBI,BB,HBP,BA,OBP
stantmi03,2015,MIA,74,279,47,74,67.0,34,2.0,0.2652329749103943,0.3492063492063492
suareeu01,2015,CIN,97,372,42,104,48.0,17,3.0,0.27956989247311825,0.3163265306122449
suzukic01,2015,MIA,153,398,45,91,21.0,31,0.0,0.228643216080402,0.2843822843822844
suzukku01,2015,MIN,131,433,36,104,50.0,29,7.0,0.2401847575057737,0.29850746268656714
swihabl01,2015,BOS,84,288,47,79,31.0,18,1.0,0.2743055555555556,0.31921824104234525
taylomi02,2015,WAS,138,472,49,108,63.0,35,1.0,0.2288135593220339,0.28346456692913385
teixema01,2015,NYA,111,392,57,100,79.0,59,6.0,0.2551020408163265,0.3610503282275711
tejadru01,2015,NYN,116,360,36,94,28.0,38,5.0,0.2611111111111111,0.3399503722084367
tomasya01,2015,ARI,118,406,40,111,48.0,17,2.0,0.2733990147783251,0.3058823529411765
travide01,2015,TOR,62,217,38,66,35.0,18,2.0,0.30414746543778803,0.3628691983122363
troutmi01,2015,LAA,159,575,104,172,90.0,92,10.0,0.2991304347826087,0.40472673559822747
trumbma01,2015,SEA,96,334,39,88,41.0,26,0.0,0.2634730538922156,0.31666666666666665
tuckepr01,2015,HOU,98,300,35,73,33.0,20,3.0,0.2433333333333333,0.2972136222910217
tulowtr01,2015,COL,87,323,46,97,53.0,24,1.0,0.30030959752321984,0.3505747126436782
turneju01,2015,LAN,126,385,55,113,60.0,36,13.0,0.2935064935064935,0.3732718894009217
uptonbj01,2015,SDN,87,205,23,53,17.0,21,0.0,0.2585365853658537,0.3274336283185841
uptonju01,2015,SDN,150,542,85,136,81.0,68,4.0,0.25092250922509224,0.3387622149837133
urshegi01,2015,CLE,81,267,25,60,21.0,18,2.0,0.2247191011235955,0.2787456445993031
utleych01,2015,PHI,73,249,23,54,30.0,22,4.0,0.21686746987951808,0.2909090909090909
valbulu01,2015,HOU,132,434,62,97,56.0,50,6.0,0.22350230414746544,0.3122448979591837
vanslsc01,2015,LAN,96,222,19,53,30.0,23,4.0,0.23873873873873874,0.321285140562249
venabwi01,2015,SDN,98,283,34,73,30.0,25,0.0,0.2579505300353357,0.3181818181818182
vogtst01,2015,OAK,136,445,58,116,71.0,56,2.0,0.2606741573033708,0.3459244532803181
vottojo01,2015,CIN,158,545,95,171,80.0,143,5.0,0.3137614678899083,0.4603174603174603
walkene01,2015,PIT,151,543,69,146,71.0,44,8.0,0.26887661141804786,0.33277310924369746
werthja01,2015,WAS,88,331,51,73,42.0,38,3.0,0.22054380664652568,0.3064516129032258
wietema01,2015,BAL,75,258,24,69,25.0,21,0.0,0.26744186046511625,0.3225806451612903
wongko01,2015,SLN,150,557,71,146,61.0,36,15.0,0.2621184919210054,0.32401315789473684
yelicch01,2015,MIA,126,476,63,143,44.0,47,2.0,0.3004201680672269,0.3657142857142857
youngch04,2015,NYA,140,318,53,80,42.0,30,3.0,0.2515723270440252,0.32193732193732194
zimmery01,2015,WAS,95,346,43,86,73.0,33,1.0,0.2485549132947977,0.3157894736842105
zobribe01,2015,OAK,67,235,39,63,33.0,33,0.0,0.2680851063829787,0.3582089552238806
zobribe01,2015,KCA,59,232,37,66,23.0,29,1.0,0.2844827586206897,0.366412213740458
zuninmi01,2015,SEA,112,350,28,61,28.0,21,5.0,0.1742857142857143,0.23138297872340424
abreujo02,2016,CHA,159,624,67,183,100.0,47,15.0,0.2932692307692308,0.35714285714285715
adamecr01,2016,COL,121,225,25,49,17.0,24,4.0,0.21777777777777774,0.3043478260869565
adamsma01,2016,SLN,118,297,37,74,54.0,25,2.0,0.2491582491582492,0.3117283950617284
ahmedni01,2016,ARI,90,284,26,62,20.0,15,4.0,0.2183098591549296,0.2673267326732673
alonsyo01,2016,OAK,156,482,52,122,56.0,45,1.0,0.25311203319502074,0.3181818181818182
altuvjo01,2016,HOU,161,640,108,216,96.0,60,7.0,0.3375,0.4002828854314003
alvarpe01,2016,BAL,109,337,43,84,49.0,37,0.0,0.24925816023738875,0.3235294117647059
anderti01,2016,CHA,99,410,57,116,30.0,13,1.0,0.28292682926829266,0.30660377358490565
andruel01,2016,TEX,147,506,75,153,69.0,47,4.0,0.30237154150197626,0.36624775583482944
aokino01,2016,SEA,118,417,63,118,28.0,34,9.0,0.2829736211031175,0.35
arciaor01,2016,MIL,55,201,21,44,17.0,15,0.0,0.21890547263681592,0.2731481481481481
arenano01,2016,COL,160,618,116,182,133.0,68,2.0,0.29449838187702265,0.3662790697674417
aybarer01,2016,ATL,97,335,27,81,26.0,20,6.0,0.2417910447761194,0.2963988919667589
baezja01,2016,CHN,142,421,50,115,59.0,15,11.0,0.2731591448931117,0.31543624161073824
bandyje01,2016,LAA,70,209,23,49,25.0,11,4.0,0.23444976076555024,0.2857142857142857
barneda01,2016,TOR,104,279,35,75,19.0,22,1.0,0.26881720430107525,0.3245033112582781
barnhtu01,2016,CIN,115,377,34,97,51.0,36,2.0,0.2572944297082228,0.3253012048192771
bautijo02,2016,TOR,116,423,68,99,69.0,87,3.0,0.2340425531914893,0.3684210526315789
beckhgo01,2016,ATL,85,240,25,52,30.0,26,4.0,0.21666666666666667,0.3037037037037037
beltbr01,2016,SFN,156,542,77,149,82.0,104,5.0,0.2749077490774908,0.3963133640552995
beltrad01,2016,TEX,153,583,89,175,104.0,48,6.0,0.3001715265866209,0.3594976452119309
beltrca01,2016,NYA,99,359,50,109,64.0,22,2.0,0.30362116991643456,0.3472584856396867
bettsmo01,2016,BOS,158,672,122,214,113.0,49,2.0,0.3184523809523809,0.3665283540802213
blackch02,2016,COL,143,578,111,187,82.0,43,13.0,0.3235294117647059,0.3832807570977918
blancgr01,2016,SFN,106,241,28,54,18.0,29,1.0,0.22406639004149376,0.30996309963099633
bogaexa01,2016,BOS,157,652,115,192,89.0,58,6.0,0.294478527607362,0.3575418994413408
bourjpe01,2016,PHI,123,355,40,89,23.0,17,4.0,0.2507042253521127,0.2925531914893617
bourju01,2016,MIA,90,280,35,74,51.0,38,0.0,0.2642857142857143,0.3522012578616352
bournmi01,2016,ARI,89,329,43,86,30.0,22,0.0,0.2613981762917933,0.3076923076923077
bradlja02,2016,BOS,156,558,94,149,87.0,63,10.0,0.2670250896057348,0.3518225039619651
braunry02,2016,MIL,135,511,80,156,91.0,46,4.0,0.30528375733855184,0.3672014260249554
bregmal01,2016,HOU,49,201,31,53,34.0,15,0.0,0.263681592039801,0.3148148148148148
broxtke01,2016,MIL,75,207,28,50,19.0,36,0.0,0.24154589371980675,0.3539094650205761
bruceja01,2016,CIN,97,370,60,98,80.0,27,2.0,0.2648648648648649,0.3182957393483709
bryankr01,2016,CHN,155,603,121,176,102.0,75,18.0,0.29187396351575456,0.3864942528735632
burnsbi02,2016,OAK,73,274,32,64,12.0,10,4.0,0.2335766423357664,0.2708333333333333
butlebi03,2016,OAK,85,221,24,61,31.0,19,0.0,0.2760180995475113,0.3333333333333333
buxtoby01,2016,MIN,92,298,44,67,38.0,23,3.0,0.22483221476510068,0.28703703703703703
cabreas01,2016,NYN,141,521,65,146,62.0,38,7.0,0.2802303262955854,0.3374558303886926
cabreme01,2016,CHA,151,591,70,175,86.0,47,0.0,0.2961082910321489,0.34796238244514105
cabremi01,2016,DET,158,595,92,188,108.0,75,4.0,0.31596638655462184,0.3961424332344214
cainlo01,2016,KCA,103,397,56,114,56.0,31,2.0,0.2871536523929471,0.34186046511627904
calhoko01,2016,LAA,157,594,91,161,75.0,67,6.0,0.27104377104377103,0.3508245877061469
canoro01,2016,SEA,161,655,107,195,103.0,47,8.0,0.2977099236641221,0.35211267605633795
carpema01,2016,SLN,129,473,81,128,68.0,81,5.0,0.27061310782241016,0.3828264758497317
carreez01,2016,TOR,110,270,47,67,23.0,27,4.0,0.2481481481481481,0.32558139534883723
cartech02,2016,MIL,160,549,84,122,94.0,76,9.0,0.2222222222222222,0.3264984227129338
casalcu01,2016,TBA,84,226,23,42,25.0,25,2.0,0.18584070796460173,0.2727272727272727
casteni01,2016,DET,110,411,54,117,58.0,28,3.0,0.2846715328467153,0.334841628959276
castiwe01,2016,ARI,113,416,41,110,68.0,33,4.0,0.2644230769230769,0.3245033112582781
castrja01,2016,HOU,113,329,41,69,32.0,45,1.0,0.20972644376899696,0.30666666666666664
castrst01,2016,NYA,151,577,63,156,70.0,24,3.0,0.2703639514731369,0.3029801324503311
cervefr01,2016,PIT,101,326,42,86,33.0,56,6.0,0.2638036809815951,0.38144329896907214
cespeyo01,2016,NYN,132,479,72,134,86.0,51,7.0,0.2797494780793319,0.3575418994413408
chiselo01,2016,CLE,126,385,43,110,57.0,23,3.0,0.2857142857142857,0.3309002433090024
confomi01,2016,NYN,109,304,38,67,42.0,36,5.0,0.22039473684210525,0.3130434782608696
contrwi01,2016,CHN,76,252,33,71,35.0,26,4.0,0.2817460317460317,0.35815602836879434
correca01,2016,HOU,153,577,76,158,96.0,75,5.0,0.2738301559792028,0.3622526636225266
cozarza01,2016,CIN,121,464,67,117,50.0,37,2.0,0.2521551724137931,0.3101391650099404
crawfbr01,2016,SFN,155,553,67,152,84.0,57,4.0,0.2748643761301989,0.3469055374592834
crispco01,2016,OAK,102,393,45,92,47.0,37,0.0,0.2340966921119593,0.3
croncj01,2016,LAA,116,407,51,113,69.0,24,7.0,0.2776412776412777,0.3287671232876712
cruzne02,2016,SEA,155,589,96,169,105.0,62,9.0,0.2869269949066214,0.3636363636363637
cuthbch01,2016,KCA,128,475,49,130,46.0,32,0.0,0.2736842105263158,0.3195266272189349
dahlda01,2016,COL,63,222,42,70,24.0,15,0.0,0.3153153153153153,0.3586497890295359
darnach01,2016,ATL,84,233,24,57,21.0,23,3.0,0.2446351931330472,0.3204633204633205
darnatr01,2016,NYN,75,251,27,62,15.0,19,3.0,0.24701195219123506,0.3076923076923077
davisch02,2016,BAL,157,566,99,125,84.0,88,8.0,0.2208480565371025,0.3338368580060423
daviskh01,2016,OAK,150,555,85,137,102.0,42,8.0,0.24684684684684685,0.3090909090909091
davisra01,2016,CLE,134,454,74,113,48.0,33,5.0,0.2488986784140969,0.30691056910569103
deazaal01,2016,NYN,130,234,31,48,25.0,26,5.0,0.20512820512820512,0.2981132075471698
dejesiv02,2016,CIN,104,221,21,56,20.0,17,2.0,0.25339366515837103,0.3125
descada01,2016,COL,99,250,38,66,38.0,34,1.0,0.264,0.3543859649122807
desmoia01,2016,TEX,156,625,107,178,86.0,44,5.0,0.2848,0.3367952522255193
diazal02,2016,SLN,111,404,71,121,65.0,41,7.0,0.2995049504950495,0.37389380530973454
dickeal01,2016,SDN,84,253,39,65,37.0,26,4.0,0.25691699604743085,0.33568904593639576
dickeco01,2016,TBA,148,510,57,125,70.0,33,2.0,0.24509803921568624,0.29357798165137616
dietrde01,2016,MIA,128,351,39,98,42.0,32,24.0,0.2792022792022792,0.3783783783783784
donaljo02,2016,TOR,155,577,122,164,99.0,109,9.0,0.28422876949740034,0.4057553956834533
doziebr01,2016,MIN,155,615,104,165,99.0,61,8.0,0.2682926829268293,0.34210526315789475
drurybr01,2016,ARI,134,461,59,130,53.0,31,3.0,0.2819956616052061,0.3313131313131313
duffyma01,2016,SFN,70,257,32,65,21.0,20,4.0,0.2529182879377432,0.3167259786476868
duvalad01,2016,CIN,150,552,85,133,103.0,41,6.0,0.2409420289855073,0.3005008347245409
dysonja01,2016,KCA,107,299,46,83,25.0,26,3.0,0.27759197324414714,0.3414634146341464
eatonad02,2016,CHA,157,619,91,176,59.0,63,14.0,0.284329563812601,0.3635057471264368
ellsbja01,2016,NYA,148,551,71,145,56.0,54,2.0,0.2631578947368421,0.3311367380560132
encared01,2016,TOR,160,601,99,158,127.0,87,5.0,0.2628951747088186,0.3607503607503608
escobal02,2016,KCA,162,637,57,166,55.0,27,3.0,0.260596546310832,0.2938530734632684
escobed01,2016,MIN,105,352,32,83,37.0,21,1.0,0.23579545454545456,0.2807486631016043
escobyu01,2016,LAA,132,517,68,157,39.0,40,3.0,0.3036750483558994,0.35714285714285715
espinda01,2016,WAS,157,516,66,108,72.0,54,20.0,0.20930232558139536,0.3084745762711865
fieldpr01,2016,TEX,89,326,29,69,44.0,32,7.0,0.2116564417177914,0.2958904109589041
florera02,2016,MIL,104,249,18,51,19.0,31,2.0,0.20481927710843373,0.2978723404255319
florewi01,2016,NYN,103,307,38,82,49.0,23,2.0,0.2671009771986971,0.32228915662650603
flowety01,2016,ATL,83,281,27,76,41.0,29,11.0,0.2704626334519573,0.3613707165109034
forsylo01,2016,TBA,127,511,76,135,52.0,46,8.0,0.2641878669275929,0.3345132743362832
fowlede01,2016,CHN,125,456,84,126,48.0,79,11.0,0.27631578947368424,0.3956043956043956
francje02,2016,ATL,99,257,29,64,33.0,16,0.0,0.2490272373540856,0.29304029304029305
francma02,2016,PHI,152,581,67,148,88.0,40,5.0,0.2547332185886403,0.3083067092651757
frazito01,2016,CHA,158,590,89,133,98.0,64,4.0,0.2254237288135593,0.3054711246200608
freemfr01,2016,ATL,158,589,102,178,91.0,89,10.0,0.3022071307300509,0.4026162790697673
freesda01,2016,PIT,141,437,63,118,55.0,45,10.0,0.2700228832951945,0.3516260162601626
galvifr01,2016,PHI,158,584,61,141,67.0,25,3.0,0.2414383561643836,0.2761437908496732
garciad01,2016,ATL,134,532,65,145,65.0,24,6.0,0.2725563909774436,0.3113879003558719
garciav01,2016,CHA,120,413,59,101,51.0,34,4.0,0.2445520581113801,0.3082039911308204
garcigr01,2016,SLN,99,214,33,59,17.0,38,4.0,0.2757009345794392,0.39453125
gardnbr01,2016,NYA,148,547,80,143,41.0,70,8.0,0.26142595978062155,0.3536
gattiev01,2016,HOU,128,447,58,112,72.0,43,4.0,0.2505592841163311,0.32186234817813764
gennesc01,2016,MIL,136,498,58,131,56.0,38,2.0,0.26305220883534136,0.3178438661710037
giavojo01,2016,LAA,99,346,44,90,31.0,13,1.0,0.26011560693641617,0.2888888888888889
goeddty01,2016,PHI,92,213,17,41,16.0,17,2.0,0.19248826291079807,0.25862068965517243
goldspa01,2016,ARI,158,579,106,172,95.0,110,7.0,0.2970639032815199,0.4152298850574713
gomesya01,2016,CLE,74,251,22,42,34.0,9,2.0,0.16733067729083664,0.20229007633587787
gomezca01,2016,HOU,85,295,27,62,29.0,21,4.0,0.21016949152542366,0.271875
gonzaad01,2016,LAN,156,568,69,162,90.0,55,4.0,0.2852112676056338,0.3524720893141946
gonzaca01,2016,COL,150,584,87,174,100.0,46,1.0,0.2979452054794521,0.3502377179080824
gonzama01,2016,HOU,141,484,55,123,51.0,22,5.0,0.25413223140495866,0.29354207436399216
gordoal01,2016,KCA,128,445,62,98,40.0,52,8.0,0.2202247191011236,0.3128712871287129
gordode01,2016,MIA,79,325,47,87,14.0,18,0.0,0.2676923076923077,0.30612244897959184
gosseph01,2016,ARI,122,220,26,61,13.0,15,1.0,0.2772727272727273,0.326271186440678
grandcu01,2016,NYN,150,545,88,129,59.0,74,9.0,0.2366972477064221,0.3375796178343949
grandya01,2016,LAN,126,390,49,89,72.0,64,2.0,0.2282051282051282,0.3399122807017544
gregodi01,2016,NYA,153,562,68,155,70.0,19,6.0,0.27580071174377224,0.3066439522998297
grichra01,2016,SLN,132,446,66,107,68.0,28,3.0,0.2399103139013453,0.2893081761006289
grossro01,2016,MIN,99,332,49,93,37.0,55,2.0,0.28012048192771083,0.3856041131105398
gutiefr01,2016,SEA,98,248,33,61,39.0,29,3.0,0.2459677419354839,0.33214285714285713
guyerbr01,2016,TBA,63,212,27,51,18.0,12,23.0,0.24056603773584906,0.3481781376518219
gyorkje01,2016,SLN,128,400,58,97,59.0,37,0.0,0.2425,0.3066361556064073
hamilbi02,2016,CIN,119,411,69,107,17.0,36,1.0,0.26034063260340634,0.32142857142857145
hardyjj01,2016,BAL,115,405,43,109,48.0,26,0.0,0.2691358024691358,0.31322505800464034
harpebr03,2016,WAS,147,506,84,123,86.0,108,3.0,0.2430830039525692,0.3792544570502431
harrijo05,2016,PIT,131,487,57,138,59.0,18,5.0,0.2833675564681725,0.3156862745098039
hazelje01,2016,SLN,114,200,35,47,28.0,18,0.0,0.235,0.2981651376146789
headlch01,2016,NYA,140,467,58,118,51.0,51,6.0,0.25267665952890794,0.3339694656488549
healyry01,2016,OAK,72,269,36,82,37.0,12,1.0,0.3048327137546468,0.33687943262411346
hechaad01,2016,MIA,155,508,52,120,38.0,33,1.0,0.2362204724409449,0.2841328413284133
hernace02,2016,PHI,155,547,67,161,39.0,66,2.0,0.2943327239488117,0.3723577235772358
hernaen02,2016,LAN,109,216,25,41,18.0,28,0.0,0.18981481481481485,0.2827868852459016
herreod01,2016,PHI,159,583,87,167,49.0,63,6.0,0.2864493996569468,0.3619631901840491
heywaja01,2016,CHN,142,530,61,122,49.0,54,5.0,0.23018867924528305,0.3073005093378608
hicksaa01,2016,NYA,123,327,32,71,31.0,30,0.0,0.21712538226299694,0.28291316526610644
hillaa01,2016,MIL,78,254,34,72,29.0,30,2.0,0.28346456692913385,0.3636363636363637
hollima01,2016,SLN,110,382,48,94,62.0,35,8.0,0.2460732984293193,0.32235294117647056
holtbr01,2016,BOS,94,290,45,74,34.0,27,3.0,0.25517241379310346,0.325
hosmeer01,2016,KCA,158,605,80,161,104.0,57,1.0,0.2661157024793389,0.330316742081448
howarry01,2016,PHI,112,331,35,65,59.0,27,1.0,0.19637462235649547,0.2590529247910863
hundlni01,2016,COL,83,289,30,75,48.0,25,1.0,0.25951557093425603,0.32063492063492066
iannech01,2016,SEA,94,295,23,62,24.0,38,2.0,0.21016949152542366,0.3044776119402985
iglesjo01,2016,DET,137,467,57,119,32.0,28,8.0,0.25481798715203424,0.3081510934393638
inciaen01,2016,ATL,131,522,85,152,29.0,45,4.0,0.29118773946360155,0.3520140105078809
jankotr01,2016,SDN,131,335,53,82,12.0,42,2.0,0.2447761194029851,0.3324538258575198
jasojo01,2016,PIT,132,380,45,102,42.0,45,5.0,0.2684210526315789,0.35348837209302325
jayjo02,2016,SDN,90,347,49,101,26.0,19,6.0,0.2910662824207493,0.3387096774193548
jennide01,2016,TBA,65,200,22,40,20.0,21,2.0,0.2,0.2825112107623318
johnsch05,2016,MIA,113,243,20,54,24.0,19,1.0,0.2222222222222222,0.2813688212927757
jonesad01,2016,BAL,152,619,86,164,83.0,39,5.0,0.2649434571890145,0.3137254901960784
josepto01,2016,PHI,107,315,47,81,47.0,22,4.0,0.2571428571428571,0.31378299120234604
joycema01,2016,PIT,140,231,45,56,42.0,59,3.0,0.2424242424242425,0.4027303754266212
kangju01,2016,PIT,103,318,45,81,62.0,36,14.0,0.2547169811320755,0.35597826086956524
kempma01,2016,SDN,100,409,54,107,69.0,16,0.0,0.2616136919315403,0.2894117647058824
kempma01,2016,ATL,56,214,35,60,39.0,20,1.0,0.2803738317757009,0.3446808510638298
kendrho01,2016,LAN,146,487,65,124,40.0,50,3.0,0.2546201232032854,0.3277777777777778
keplema01,2016,MIN,113,396,52,93,63.0,42,3.0,0.2348484848484849,0.3129251700680272
kiermke01,2016,TBA,105,366,55,90,37.0,40,7.0,0.2459016393442623,0.33171912832929784
kimhy01,2016,BAL,95,305,36,92,22.0,36,4.0,0.3016393442622951,0.3826086956521739
kinslia01,2016,DET,153,618,117,178,83.0,45,13.0,0.2880258899676376,0.34911242603550297
kipnija01,2016,CLE,156,610,91,168,82.0,60,6.0,0.2754098360655738,0.3461538461538461
lambja01,2016,ARI,151,523,81,130,91.0,64,3.0,0.248565965583174,0.3338983050847458
lawribr01,2016,CHA,94,351,35,87,36.0,30,2.0,0.2478632478632479,0.31070496083550914
leeda02,2016,SEA,104,292,33,74,49.0,20,5.0,0.2534246575342466,0.31230283911671924
lemahdj01,2016,COL,146,552,104,192,66.0,66,3.0,0.3478260869565217,0.42028985507246375
leonsa01,2016,BOS,78,252,36,78,35.0,23,2.0,0.30952380952380953,0.37184115523465705
lindad01,2016,SEA,126,401,48,96,58.0,26,1.0,0.2394014962593516,0.28738317757009346
lindofr01,2016,CLE,158,604,99,182,78.0,57,5.0,0.30132450331125826,0.3663663663663664
loneyja01,2016,NYN,100,343,30,91,34.0,16,5.0,0.2653061224489796,0.3076923076923077
longoev01,2016,TBA,160,633,81,173,98.0,42,3.0,0.2733017377567141,0.3215339233038348
lowrije01,2016,OAK,87,338,30,89,27.0,26,1.0,0.26331360946745563,0.3178082191780822
lucrojo01,2016,MIL,95,338,48,101,50.0,33,1.0,0.2988165680473373,0.3629032258064516
machama01,2016,BAL,157,640,105,188,96.0,48,3.0,0.29375,0.3458755426917511
maldoma01,2016,MIL,76,208,21,42,21.0,35,6.0,0.20192307692307693,0.3333333333333333
marisja01,2016,HOU,118,287,40,60,21.0,16,3.0,0.20905923344947736,0.2581699346405229
markani01,2016,ATL,158,599,67,161,89.0,71,5.0,0.2687813021702838,0.3511111111111111
marteje01,2016,LAA,88,258,38,65,44.0,18,5.0,0.25193798449612403,0.3131672597864769
marteke01,2016,SEA,119,437,55,113,33.0,18,2.0,0.2585812356979405,0.2910284463894967
martest01,2016,PIT,129,489,71,152,46.0,23,16.0,0.31083844580777104,0.36174242424242425
martijd02,2016,DET,120,460,69,141,68.0,49,3.0,0.3065217391304348,0.376953125
martile01,2016,SEA,143,518,72,128,47.0,44,3.0,0.2471042471042471,0.3097345132743363
martiru01,2016,TOR,137,455,62,105,74.0,64,10.0,0.2307692307692308,0.3383742911153119
martivi01,2016,DET,154,553,65,160,86.0,50,4.0,0.28933092224231466,0.3525535420098847
mauerjo01,2016,MIN,134,494,68,129,49.0,79,1.0,0.2611336032388664,0.3641114982578397
maybica01,2016,DET,94,349,65,110,43.0,36,3.0,0.3151862464183381,0.38402061855670105
mazarno01,2016,TEX,145,516,59,137,64.0,39,6.0,0.2655038759689923,0.3244206773618538
mccanbr01,2016,NYA,130,429,56,104,58.0,54,7.0,0.2424242424242425,0.33673469387755106
mccanja02,2016,DET,105,344,31,76,48.0,23,2.0,0.22093023255813954,0.2737127371273713
mccutan01,2016,PIT,153,598,81,153,79.0,69,5.0,0.2558528428093645,0.3377976190476191
mercejo03,2016,PIT,149,519,66,133,59.0,51,5.0,0.25626204238921,0.32869565217391306
merriwh01,2016,KCA,81,311,44,88,29.0,19,0.0,0.2829581993569132,0.3242424242424242
millebr02,2016,TBA,152,548,73,133,81.0,47,3.0,0.2427007299270073,0.3060200668896321
molinya01,2016,SLN,147,534,56,164,58.0,39,6.0,0.30711610486891383,0.3609671848013817
montemi01,2016,CHN,86,241,33,52,33.0,38,3.0,0.2157676348547718,0.3297872340425532
moralke01,2016,KCA,154,558,65,147,93.0,48,7.0,0.2634408602150537,0.3295269168026101
morelmi01,2016,TEX,147,460,49,107,60.0,35,8.0,0.2326086956521739,0.2982107355864811
morneju01,2016,CHA,58,203,16,53,25.0,12,1.0,0.2610837438423645,0.3055555555555556
morrilo01,2016,TBA,107,353,45,84,43.0,37,6.0,0.2379603399433428,0.3207070707070707
mossbr01,2016,SLN,128,413,66,93,67.0,39,7.0,0.22518159806295399,0.3028322440087146
murphda08,2016,WAS,142,531,88,184,104.0,35,8.0,0.3465160075329567,0.39547038327526135
myerswi01,2016,SDN,157,599,99,155,94.0,68,4.0,0.2587646076794658,0.338301043219076
napolmi01,2016,CLE,150,557,92,133,101.0,78,5.0,0.2387791741472172,0.3375
naquity01,2016,CLE,116,321,52,95,43.0,36,4.0,0.29595015576323985,0.3739612188365651
navardi01,2016,CHA,85,271,25,57,32.0,20,2.0,0.2103321033210332,0.2696245733788396
nieuwki01,2016,MIL,125,335,38,70,44.0,56,1.0,0.20895522388059687,0.3239795918367347
norride01,2016,SDN,125,415,50,77,42.0,36,4.0,0.1855421686746988,0.2571428571428571
nunezed02,2016,MIN,91,371,49,110,47.0,15,3.0,0.29649595687331537,0.32904884318766064
odorro01,2016,TEX,150,605,89,164,88.0,19,4.0,0.27107438016528923,0.29777070063694266
omallsh01,2016,SEA,89,210,24,48,17.0,18,3.0,0.2285714285714285,0.2987012987012987
orlanpa01,2016,KCA,128,457,52,138,43.0,13,7.0,0.30196936542669583,0.3312368972746331
ortizda01,2016,BOS,151,537,79,169,127.0,80,2.0,0.31471135940409684,0.40549273021001614
owingch01,2016,ARI,119,437,52,121,49.0,20,5.0,0.2768878718535469,0.31601731601731603
ozunama01,2016,MIA,148,557,75,148,76.0,43,4.0,0.26570915619389585,0.3228476821192053
paganan01,2016,SFN,129,495,71,137,55.0,42,0.0,0.2767676767676768,0.3333333333333333
panikjo01,2016,SFN,127,464,67,111,62.0,50,4.0,0.2392241379310345,0.3185328185328185
parkby01,2016,MIN,62,215,28,41,24.0,21,5.0,0.19069767441860466,0.27800829875518673
parrage01,2016,COL,102,368,45,93,39.0,9,1.0,0.25271739130434784,0.2724867724867725
pearcst01,2016,TBA,60,204,26,63,29.0,26,1.0,0.3088235294117647,0.3896103896103896
pederjo01,2016,LAN,137,406,64,100,68.0,63,4.0,0.24630541871921185,0.35306553911205074
pedrodu01,2016,BOS,154,633,105,201,74.0,61,0.0,0.3175355450236967,0.3775216138328529
pencehu01,2016,SFN,106,395,58,114,57.0,43,1.0,0.28860759493670884,0.35990888382687924
peraljh01,2016,SLN,82,289,37,75,29.0,20,1.0,0.25951557093425603,0.3096774193548387
perazjo01,2016,CIN,72,241,25,78,25.0,7,5.0,0.3236514522821577,0.3557312252964427
perezca02,2016,LAA,87,268,25,56,31.0,12,1.0,0.20895522388059687,0.2455516014234876
perezhe01,2016,MIL,123,404,50,110,56.0,18,1.0,0.2722772277227723,0.3049645390070922
perezsa02,2016,KCA,139,514,57,127,64.0,22,8.0,0.2470817120622568,0.28860294117647056
peterja01,2016,ATL,115,350,45,89,29.0,52,1.0,0.2542857142857143,0.3523573200992556
petitgr01,2016,LAA,89,204,21,50,17.0,15,1.0,0.24509803921568624,0.3
phillbr01,2016,CIN,141,550,74,160,64.0,18,8.0,0.2909090909090909,0.3229166666666667
pierzaj01,2016,ATL,81,247,15,54,23.0,6,3.0,0.21862348178137653,0.24609375
pillake01,2016,TOR,146,548,59,146,53.0,24,6.0,0.2664233576642336,0.3044982698961938
piscost01,2016,SLN,153,582,86,159,85.0,51,12.0,0.27319587628865977,0.34418604651162793
plouftr01,2016,MIN,84,319,35,83,47.0,19,2.0,0.2601880877742947,0.3058823529411765
polangr01,2016,PIT,144,527,79,136,86.0,53,0.0,0.25806451612903225,0.3258620689655172
polanjo01,2016,MIN,69,245,24,69,27.0,17,3.0,0.2816326530612245,0.3358490566037736
poseybu01,2016,SFN,146,539,82,155,80.0,64,3.0,0.287569573283859,0.3663366336633663
pradoma01,2016,MIA,153,600,70,183,75.0,49,4.0,0.305,0.3614088820826952
profaju01,2016,TEX,90,272,35,65,20.0,30,3.0,0.2389705882352941,0.3213114754098361
puigya01,2016,LAN,104,334,45,88,45.0,24,7.0,0.2634730538922156,0.32602739726027397
pujolal01,2016,LAA,152,593,71,159,119.0,49,2.0,0.26812816188870153,0.32608695652173914
raburry01,2016,COL,113,223,30,49,30.0,28,2.0,0.21973094170403587,0.31225296442687744
ramiral03,2016,SDN,128,421,33,101,41.0,17,4.0,0.23990498812351546,0.2760180995475113
ramirha01,2016,BOS,147,549,81,157,111.0,60,7.0,0.2859744990892532,0.3636363636363637
ramirjo01,2016,CLE,152,565,84,176,76.0,44,4.0,0.31150442477876106,0.36541598694942906
ramoswi01,2016,WAS,131,482,58,148,80.0,35,2.0,0.3070539419087137,0.35645472061657035
rasmuco01,2016,HOU,107,369,38,76,54.0,43,0.0,0.20596205962059624,0.28883495145631066
realmjt01,2016,MIA,137,509,60,154,48.0,28,5.0,0.3025540275049116,0.34501845018450183
reddijo01,2016,OAK,68,243,33,72,28.0,28,0.0,0.2962962962962963,0.3690036900369004
